Chromosome	Start	End	MedianRatio	CopyNumber	Sample	BinCount
13	19193425	27449204	0.997648	2	IMR5-R112	7345
13	27449205	27630168	1.07348	2	IMR5-R112	161
13	27630169	31244952	0.996377	2	IMR5-R112	3216
13	31244953	32573520	1.02848	2	IMR5-R112	1182
13	32573521	32574644	2.63978	5	IMR5-R112	1
13	32574645	33359196	0.988999	2	IMR5-R112	698
13	33359197	33839144	1.04841	2	IMR5-R112	427
13	33839145	39509724	0.998796	2	IMR5-R112	5045
13	39509725	42158992	1.02302	2	IMR5-R112	2357
13	42158993	42883972	0.974414	2	IMR5-R112	645
13	42883973	46671852	1.0153	2	IMR5-R112	3370
13	46671853	46978704	1.06551	2	IMR5-R112	273
13	46978705	48781600	1.02898	2	IMR5-R112	1604
13	48781601	52865092	1.00441	2	IMR5-R112	3633
13	52865093	54132964	1.03738	2	IMR5-R112	1128
13	54132965	55076000	1.00169	2	IMR5-R112	839
13	55076001	58780704	0.977695	2	IMR5-R112	3296
13	58780705	61286100	0.998818	2	IMR5-R112	2229
13	61286101	61287224	2.87877	6	IMR5-R112	1
13	61287225	61789652	0.998818	2	IMR5-R112	447
13	61789653	61804264	1.16664	2	IMR5-R112	13
13	61804265	69667768	0.977695	2	IMR5-R112	6996
13	69667769	72317036	0.951271	2	IMR5-R112	2357
13	72317037	72328276	1.22665	2	IMR5-R112	10
13	72328277	73673704	0.972233	2	IMR5-R112	1197
13	73673705	82906240	1.0005	2	IMR5-R112	8214
13	82906241	91450888	0.97443	2	IMR5-R112	7602
13	91450889	98201632	1.0069	2	IMR5-R112	6006
13	98201633	100669936	1.02658	2	IMR5-R112	2196
13	100669937	100762104	1.13241	2	IMR5-R112	82
13	100762105	107947836	1.00583	2	IMR5-R112	6393
13	107947837	108329996	0.953279	2	IMR5-R112	340
13	108329997	110075568	0.999915	2	IMR5-R112	1553
13	110075569	110076692	9.26843	19	IMR5-R112	1
13	110076693	113418344	1.01284	2	IMR5-R112	2973
13	113418345	114311924	0.983282	2	IMR5-R112	795
13	114311925	115000936	0.916363	2	IMR5-R112	613
13	115000937	115109964	0.753944	2	IMR5-R112	97
13	115109965	115170660	-1	2	IMR5-R112	54
14	1	18998972	-1	2	IMR5-R112	16903
14	18998973	20073516	0.977695	2	IMR5-R112	956
14	20073517	20074640	2.57288	5	IMR5-R112	1
14	20074641	26899568	0.999065	2	IMR5-R112	6072
14	26899569	45680484	0.983693	2	IMR5-R112	16709
14	45680485	67010632	0.99738	2	IMR5-R112	18977
14	67010633	67012880	1.64309	3	IMR5-R112	2
14	67012881	67823284	0.936958	2	IMR5-R112	721
14	67823285	90167280	0.996259	2	IMR5-R112	19879
14	90167281	91287908	1.10375	2	IMR5-R112	997
14	91287909	92905344	1.06784	2	IMR5-R112	1439
14	92905345	93651680	1.15983	2	IMR5-R112	664
14	93651681	96358272	1.07909	2	IMR5-R112	2408
14	96358273	97277704	1.13035	2	IMR5-R112	818
14	97277705	99145792	1.04046	2	IMR5-R112	1662
14	99145793	102163732	1.1067	2	IMR5-R112	2685
14	102163733	102248032	1.24045	2	IMR5-R112	75
14	102248033	102249156	2.67738	5	IMR5-R112	1
14	102249157	106044904	1.11349	2	IMR5-R112	3377
14	106044905	107198128	1.02742	2	IMR5-R112	1026
14	107198129	107290296	0.802684	2	IMR5-R112	82
14	107290297	107349868	-1	2	IMR5-R112	53
15	1	19999332	-1	2	IMR5-R112	17793
15	19999333	22275432	1.00163	2	IMR5-R112	2025
15	22275433	22277680	2.07178	4	IMR5-R112	2
15	22277681	27937020	0.977695	2	IMR5-R112	5035
15	27937021	27949384	1.2291	2	IMR5-R112	11
15	27949385	29750032	1.00377	2	IMR5-R112	1602
15	29750033	33410900	0.957112	2	IMR5-R112	3257
15	33410901	35017096	1.00448	2	IMR5-R112	1429
15	35017097	38216000	0.964302	2	IMR5-R112	2846
15	38216001	48826560	0.993549	2	IMR5-R112	9440
15	48826561	54891664	0.977695	2	IMR5-R112	5396
15	54891665	66766724	1.00084	2	IMR5-R112	10565
15	66766725	67361320	1.05116	2	IMR5-R112	529
15	67361321	69270996	0.991369	2	IMR5-R112	1699
15	69270997	70940136	1.03768	2	IMR5-R112	1485
15	70940137	74203108	0.977695	2	IMR5-R112	2903
15	74203109	74204232	3.27632	7	IMR5-R112	1
15	74204233	75324860	1.02058	2	IMR5-R112	997
15	75324861	77107524	0.989164	2	IMR5-R112	1586
15	77107525	77432360	1.07271	2	IMR5-R112	289
15	77432361	82776980	1.00237	2	IMR5-R112	4755
15	82776981	82788220	1.28132	3	IMR5-R112	10
15	82788221	83252432	1.00903	2	IMR5-R112	413
15	83252433	86282736	0.967125	2	IMR5-R112	2696
15	86282737	89269204	1.0401	2	IMR5-R112	2657
15	89269205	97812728	1.00154	2	IMR5-R112	7601
15	97812729	97813852	2.93308	6	IMR5-R112	1
15	97813853	100968920	0.989474	2	IMR5-R112	2807
15	100968921	102385160	0.912712	2	IMR5-R112	1260
15	102385161	102522288	0.754151	2	IMR5-R112	122
15	102522289	102532404	-1	2	IMR5-R112	9
16	1	59572	-1	2	IMR5-R112	53
16	59573	292240	0.84284	2	IMR5-R112	207
16	292241	1263376	0.967563	2	IMR5-R112	864
16	1263377	4950096	1.00253	2	IMR5-R112	3280
16	4950097	5269312	0.933999	2	IMR5-R112	284
16	5269313	6081964	1.02457	2	IMR5-R112	723
16	6081965	6596756	0.964914	2	IMR5-R112	458
16	6596757	6859772	0.852585	2	IMR5-R112	234
16	6859773	8279384	0.944501	2	IMR5-R112	1263
16	8279385	18232404	1.01282	2	IMR5-R112	8855
16	18232405	18235776	1.67294	3	IMR5-R112	3
16	18235777	18751692	1.0442	2	IMR5-R112	459
16	18751693	18764056	1.49227	3	IMR5-R112	11
16	18764057	20763652	1.02302	2	IMR5-R112	1779
16	20763653	25363060	0.997958	2	IMR5-R112	4092
16	25363061	26765812	0.943692	2	IMR5-R112	1248
16	26765813	31160652	1.01059	2	IMR5-R112	3910
16	31160653	33864996	0.991111	2	IMR5-R112	2406
16	33864997	33877360	1.30149	3	IMR5-R112	11
16	33877361	46413332	0.960838	2	IMR5-R112	11153
16	46413333	46414456	3.49266	7	IMR5-R112	1
16	46414457	51017236	0.992287	2	IMR5-R112	4095
16	51017237	51208316	1.11226	2	IMR5-R112	170
16	51208317	53129232	1.005	2	IMR5-R112	1709
16	53129233	55803228	0.971305	2	IMR5-R112	2379
16	55803229	58922328	1.02239	2	IMR5-R112	2775
16	58922329	70794016	0.998949	2	IMR5-R112	10562
16	70794017	71207648	1.11151	2	IMR5-R112	368
16	71207649	75862132	0.988322	2	IMR5-R112	4141
16	75862133	77670648	0.955063	2	IMR5-R112	1609
16	77670649	78833988	1.03437	2	IMR5-R112	1035
16	78833989	83385064	0.990907	2	IMR5-R112	4049
16	83385065	83931328	1.03201	2	IMR5-R112	486
16	83931329	84331472	1.10256	2	IMR5-R112	356
16	84331473	84899092	1.00873	2	IMR5-R112	505
16	84899093	84900216	2.4326	5	IMR5-R112	1
16	84900217	85437488	1.0224	2	IMR5-R112	478
16	85437489	85444232	0.48459	1	IMR5-R112	6
16	85444233	88268844	1.00154	2	IMR5-R112	2513
16	88268845	89352380	0.969069	2	IMR5-R112	964
16	89352381	89477144	0.799932	2	IMR5-R112	111
16	89477145	90198752	0.925131	2	IMR5-R112	642
16	90198753	90295416	0.737414	1	IMR5-R112	86
16	90295417	90354988	-1	1	IMR5-R112	53
17	1	68564	0.782156	2	IMR5-R112	61
17	68565	192204	0.937594	2	IMR5-R112	110
17	192205	195576	1.61825	3	IMR5-R112	3
17	195577	1263376	0.952781	2	IMR5-R112	950
17	1263377	6226960	1.01379	2	IMR5-R112	4416
17	6226961	8224308	1.04209	2	IMR5-R112	1777
17	8224309	14169144	1.01968	2	IMR5-R112	5289
17	14169145	15789952	1.05131	2	IMR5-R112	1442
17	15789953	15793324	1.55281	3	IMR5-R112	3
17	15793325	18352672	1.01368	2	IMR5-R112	2277
17	18352673	18466196	0.854296	2	IMR5-R112	101
17	18466197	18849480	0.983096	2	IMR5-R112	341
17	18849481	19705968	1.02746	2	IMR5-R112	762
17	19705969	21566188	0.990392	2	IMR5-R112	1655
17	21566189	21567312	4.39963	9	IMR5-R112	1
17	21567313	21666224	-1	2	IMR5-R112	88
17	21666225	22020284	0.992621	2	IMR5-R112	315
17	22020285	22021408	4.71475	9	IMR5-R112	1
17	22021409	22260820	0.963627	2	IMR5-R112	213
17	22260821	22263068	2.13198	4	IMR5-R112	2
17	22263069	25261900	-1	2	IMR5-R112	2668
17	25261901	25268644	1.42077	3	IMR5-R112	6
17	25268645	26535392	0.984884	2	IMR5-R112	1127
17	26535393	27224404	1.03944	2	IMR5-R112	613
17	27224405	27480676	1.12907	2	IMR5-R112	228
17	27480677	34539396	1.00683	2	IMR5-R112	6280
17	34539397	34546140	1.55327	3	IMR5-R112	6
17	34546141	34615828	1.05613	2	IMR5-R112	62
17	34615829	34619200	1.38936	3	IMR5-R112	3
17	34619201	34643928	1.04016	2	IMR5-R112	22
17	34643929	34669780	1.34193	3	IMR5-R112	23
17	34669781	34675400	0.967403	2	IMR5-R112	5
17	34675401	34676524	2.73755	5	IMR5-R112	1
17	34676525	34724856	-1	2	IMR5-R112	43
17	34724857	36284968	1.01217	2	IMR5-R112	1388
17	36284969	36405236	0.907386	2	IMR5-R112	107
17	36405237	38718428	1.02689	2	IMR5-R112	2058
17	38718429	39609760	0.96626	2	IMR5-R112	793
17	39609761	40287532	1.02058	2	IMR5-R112	603
17	40287533	40416792	0.811487	2	IMR5-R112	115
17	40416793	44110256	0.942488	2	IMR5-R112	3286
17	44110257	44368776	0.872136	2	IMR5-R112	230
17	44368777	44386760	1.04408	2	IMR5-R112	16
17	44386761	50684532	0.930168	2	IMR5-R112	5603
17	50684533	52208676	0.903888	2	IMR5-R112	1356
17	52208677	58154636	0.935362	2	IMR5-R112	5290
17	58154637	58247928	1.00573	2	IMR5-R112	83
17	58247929	61442336	0.913777	2	IMR5-R112	2842
17	61442337	62241500	0.951881	2	IMR5-R112	711
17	62241501	69815012	0.924751	2	IMR5-R112	6738
17	69815013	79929888	0.955631	2	IMR5-R112	8999
17	79929889	80916760	0.915699	2	IMR5-R112	878
17	80916761	81084236	0.848704	2	IMR5-R112	149
17	81084237	81195512	0.730298	1	IMR5-R112	99
18	1	8992	-1	1	IMR5-R112	8
18	8993	79804	0.719558	1	IMR5-R112	63
18	79805	255148	0.853969	2	IMR5-R112	156
18	255149	1246516	0.958702	2	IMR5-R112	882
18	1246517	6917096	0.994266	2	IMR5-R112	5045
18	6917097	7721880	1.05127	2	IMR5-R112	716
18	7721881	8052336	1.10967	2	IMR5-R112	294
18	8052337	9144864	1.04667	2	IMR5-R112	972
18	9144865	13159792	0.999915	2	IMR5-R112	3572
18	13159793	14042132	1.02848	2	IMR5-R112	785
18	14042133	22288920	0.992364	2	IMR5-R112	7337
18	22288921	23533188	1.02984	2	IMR5-R112	1107
18	23533189	23534312	2.34016	5	IMR5-R112	1
18	23534313	26461208	1.01116	2	IMR5-R112	2604
18	26461209	32434144	0.983922	2	IMR5-R112	5314
18	32434145	34859736	1.00004	2	IMR5-R112	2158
18	34859737	35135116	1.07733	2	IMR5-R112	245
18	35135117	39099464	1.00806	2	IMR5-R112	3527
18	39099465	39783980	1.04248	2	IMR5-R112	609
18	39783981	43909060	1.0051	2	IMR5-R112	3670
18	43909061	44387884	1.02873	2	IMR5-R112	426
18	44387885	45377004	0.988563	2	IMR5-R112	880
18	45377005	45496148	0.924419	2	IMR5-R112	106
18	45496149	46617900	1.029	2	IMR5-R112	998
18	46617901	46971960	0.98362	2	IMR5-R112	315
18	46971961	49797696	1.01707	2	IMR5-R112	2514
18	49797697	49798820	3.47225	7	IMR5-R112	1
18	49798821	62141464	1.0112	2	IMR5-R112	10981
18	62141465	70196048	0.977695	2	IMR5-R112	7166
18	70196049	76501688	0.996928	2	IMR5-R112	5610
18	76501689	76834392	0.952043	2	IMR5-R112	296
18	76834393	77868472	0.889878	2	IMR5-R112	920
18	77868473	78017964	0.797449	2	IMR5-R112	133
18	78017965	78077536	-1	2	IMR5-R112	53
19	1	59572	-1	2	IMR5-R112	53
19	59573	276504	0.796437	2	IMR5-R112	193
19	276505	1227408	0.948697	2	IMR5-R112	846
19	1227409	1229656	1.50231	3	IMR5-R112	2
19	1229657	1753440	0.997342	2	IMR5-R112	466
19	1753441	1754564	2.36276	5	IMR5-R112	1
19	1754565	12695580	0.999781	2	IMR5-R112	9734
19	12695581	12698952	0.195539	0	IMR5-R112	3
19	12698953	18358292	1.00545	2	IMR5-R112	5035
19	18358293	19884684	0.914955	2	IMR5-R112	1358
19	19884685	20500636	0.956609	2	IMR5-R112	548
19	20500637	20578192	0.785648	2	IMR5-R112	69
19	20578193	21640372	0.977695	2	IMR5-R112	945
19	21640373	22118072	1.04287	2	IMR5-R112	425
19	22118073	24380684	0.991514	2	IMR5-R112	2013
19	24380685	24631336	0.936091	2	IMR5-R112	223
19	24631337	27733576	-1	2	IMR5-R112	2760
19	27733577	27871828	0.984729	2	IMR5-R112	123
19	27871829	29460040	0.903751	2	IMR5-R112	1413
19	29460041	29893904	0.961053	2	IMR5-R112	386
19	29893905	36823364	1.01028	2	IMR5-R112	6165
19	36823365	37758532	0.977695	2	IMR5-R112	832
19	37758533	37796748	1.14582	2	IMR5-R112	34
19	37796749	38682460	0.987559	2	IMR5-R112	788
19	38682461	40388692	1.01625	2	IMR5-R112	1518
19	40388693	40392064	1.68254	3	IMR5-R112	3
19	40392065	40397684	1.14217	2	IMR5-R112	5
19	40397685	40398808	2.13087	4	IMR5-R112	1
19	40398809	42363560	1.01769	2	IMR5-R112	1748
19	42363561	42422008	1.1175	2	IMR5-R112	52
19	42422009	42424256	1.72	3	IMR5-R112	2
19	42424257	42959280	1.05527	2	IMR5-R112	476
19	42959281	43861852	1.00154	2	IMR5-R112	803
19	43861853	43869720	1.26656	3	IMR5-R112	7
19	43869721	44306956	1.04931	2	IMR5-R112	389
19	44306957	44992596	0.983638	2	IMR5-R112	610
19	44992597	46539220	1.03789	2	IMR5-R112	1376
19	46539221	48945704	1.01413	2	IMR5-R112	2141
19	48945705	48946828	4.06515	8	IMR5-R112	1
19	48946829	49887616	0.999118	2	IMR5-R112	837
19	49887617	51716364	1.03923	2	IMR5-R112	1627
19	51716365	54461172	1.00026	2	IMR5-R112	2442
19	54461173	54918640	1.0615	2	IMR5-R112	407
19	54918641	54935500	1.31513	3	IMR5-R112	15
19	54935501	55026544	1.09991	2	IMR5-R112	81
19	55026545	55324404	1.02228	2	IMR5-R112	265
19	55324405	55326652	2.13386	4	IMR5-R112	2
19	55326653	55361496	0.997249	2	IMR5-R112	31
19	55361497	55369364	1.37766	3	IMR5-R112	7
19	55369365	56225852	1.02915	2	IMR5-R112	762
19	56225853	58063592	0.899479	2	IMR5-R112	1635
19	58063593	59014496	0.935794	2	IMR5-R112	846
19	59014497	59119028	0.797411	2	IMR5-R112	93
19	59119029	59129144	-1	2	IMR5-R112	9
2	1	10116	-1	1	IMR5-R112	9
2	10117	131508	0.742006	1	IMR5-R112	108
2	131509	1549996	0.919422	2	IMR5-R112	1262
2	1549997	5451400	0.972507	2	IMR5-R112	3471
2	5451401	8894212	1.01436	2	IMR5-R112	3063
2	8894213	16123780	1.00083	2	IMR5-R112	6432
2	16123781	16602604	0.200561	0	IMR5-R112	426
2	16602605	28543980	0.982511	2	IMR5-R112	10624
2	28543981	31656336	1.01323	2	IMR5-R112	2769
2	31656337	33141140	0.962576	2	IMR5-R112	1321
2	33141141	33142264	11.2354	22	IMR5-R112	1
2	33142265	33143388	-1	2	IMR5-R112	1
2	33143389	36809876	0.966988	2	IMR5-R112	3262
2	36809877	48850164	0.996618	2	IMR5-R112	10712
2	48850165	48859156	0.662844	1	IMR5-R112	8
2	48859157	53071908	0.971346	2	IMR5-R112	3748
2	53071909	87621420	0.995891	2	IMR5-R112	30738
2	87621421	87657388	0.701639	1	IMR5-R112	32
2	87657389	90376344	0.983749	2	IMR5-R112	2419
2	90376345	90379716	2.38569	5	IMR5-R112	3
2	90379717	90517968	0.973934	2	IMR5-R112	123
2	90517969	91610496	1.14387	2	IMR5-R112	972
2	91610497	91813940	0.990008	2	IMR5-R112	181
2	91813941	91908356	1.10751	2	IMR5-R112	84
2	91908357	92307376	1.00043	2	IMR5-R112	355
2	92307377	92310748	2.22822	4	IMR5-R112	3
2	92310749	92319740	1.09989	2	IMR5-R112	8
2	92319741	92324236	1.87951	4	IMR5-R112	4
2	92324237	98145432	0.996027	2	IMR5-R112	5179
2	98145433	98146556	-1	2	IMR5-R112	1
2	98146557	98155548	1.6007	3	IMR5-R112	8
2	98155549	98156672	-1	2	IMR5-R112	1
2	98156673	101195968	0.977695	2	IMR5-R112	2704
2	101195969	102688640	1.0252	2	IMR5-R112	1328
2	102688641	105332288	0.984604	2	IMR5-R112	2352
2	105332289	109692284	1.00516	2	IMR5-R112	3879
2	109692285	111864976	0.946358	2	IMR5-R112	1933
2	111864977	119853244	0.983346	2	IMR5-R112	7107
2	119853245	128438356	1.00485	2	IMR5-R112	7638
2	128438357	130375008	0.96483	2	IMR5-R112	1723
2	130375009	133013036	0.983514	2	IMR5-R112	2347
2	133013037	135586996	1.03176	2	IMR5-R112	2290
2	135586997	136545768	0.99015	2	IMR5-R112	853
2	136545769	137541632	1.03968	2	IMR5-R112	886
2	137541633	140147064	1.00415	2	IMR5-R112	2318
2	140147065	147793636	0.972323	2	IMR5-R112	6803
2	147793637	161990880	0.99118	2	IMR5-R112	12631
2	161990881	165017812	0.960837	2	IMR5-R112	2693
2	165017813	175653100	0.996992	2	IMR5-R112	9462
2	175653101	185486976	0.983219	2	IMR5-R112	8749
2	185486977	190275216	0.960542	2	IMR5-R112	4260
2	190275217	204289248	0.988096	2	IMR5-R112	12468
2	204289249	209087604	1.01241	2	IMR5-R112	4269
2	209087605	215660756	0.966159	2	IMR5-R112	5848
2	215660757	220573760	1.01772	2	IMR5-R112	4371
2	220573761	235301532	0.990644	2	IMR5-R112	13103
2	235301533	236219840	1.02425	2	IMR5-R112	817
2	236219841	238100292	0.878268	2	IMR5-R112	1673
2	238100293	241800500	1.00714	2	IMR5-R112	3292
2	241800501	242986320	0.950076	2	IMR5-R112	1055
2	242986321	243099844	0.789926	2	IMR5-R112	101
2	243099845	243153796	-1	2	IMR5-R112	48
2	243153797	243189764	0.747561	1	IMR5-R112	32
2	243189765	243199880	-1	2	IMR5-R112	9
20	1	59572	-1	2	IMR5-R112	53
20	59573	179840	0.9001	2	IMR5-R112	107
20	179841	1146480	0.977695	2	IMR5-R112	860
20	1146481	2858332	1.0202	2	IMR5-R112	1523
20	2858333	8609840	0.983346	2	IMR5-R112	5117
20	8609841	14133176	1.00712	2	IMR5-R112	4914
20	14133177	15562904	0.977695	2	IMR5-R112	1272
20	15562905	16934184	1.03721	2	IMR5-R112	1220
20	16934185	18767428	0.985102	2	IMR5-R112	1631
20	18767429	19641900	0.957807	2	IMR5-R112	778
20	19641901	19643024	2.01455	4	IMR5-R112	1
20	19643025	21430184	0.965035	2	IMR5-R112	1590
20	21430185	23569156	0.992621	2	IMR5-R112	1903
20	23569157	23572528	1.38936	3	IMR5-R112	3
20	23572529	24652692	0.964997	2	IMR5-R112	961
20	24652693	24653816	2.06538	4	IMR5-R112	1
20	24653817	29653368	0.984003	2	IMR5-R112	4448
20	29653369	29803984	-1	2	IMR5-R112	134
20	29803985	35089032	1.00251	2	IMR5-R112	4702
20	35089033	35090156	2.00446	4	IMR5-R112	1
20	35090157	37497764	1.01938	2	IMR5-R112	2142
20	37497765	37899032	1.06469	2	IMR5-R112	357
20	37899033	45998576	1.01232	2	IMR5-R112	7206
20	45998577	47111336	0.946775	2	IMR5-R112	990
20	47111337	49496464	1.00617	2	IMR5-R112	2122
20	49496465	50681160	0.908612	2	IMR5-R112	1054
20	50681161	51564624	0.966073	2	IMR5-R112	786
20	51564625	54711824	0.991762	2	IMR5-R112	2800
20	54711825	61213040	1.01742	2	IMR5-R112	5784
20	61213041	61214164	2.34647	5	IMR5-R112	1
20	61214165	61262496	-1	2	IMR5-R112	43
20	61262497	61494040	1.00124	2	IMR5-R112	206
20	61494041	62921520	0.945117	2	IMR5-R112	1270
20	62921521	62965356	0.817178	2	IMR5-R112	39
20	62965357	63026052	-1	2	IMR5-R112	54
21	1	9410128	-1	2	IMR5-R112	8372
21	9410129	9685508	0.935416	2	IMR5-R112	245
21	9685509	9826008	1.07081	2	IMR5-R112	125
21	9826009	9828256	1.84943	4	IMR5-R112	2
21	9828257	9932788	1.05735	2	IMR5-R112	93
21	9932789	9933912	2.11834	4	IMR5-R112	1
21	9933913	9939532	0.997249	2	IMR5-R112	5
21	9939533	9940656	2.42096	5	IMR5-R112	1
21	9940657	9942904	1.17658	2	IMR5-R112	2
21	9942905	9945152	2.38313	5	IMR5-R112	2
21	9945153	9986740	1.16101	2	IMR5-R112	37
21	9986741	9988988	2.48045	5	IMR5-R112	2
21	9988989	10011468	1.18402	2	IMR5-R112	20
21	10011469	10012592	2.49312	5	IMR5-R112	1
21	10012593	10013716	0.733271	1	IMR5-R112	1
21	10013717	10014840	2.17266	4	IMR5-R112	1
21	10014841	10017088	0.885176	2	IMR5-R112	2
21	10017089	10019336	1.87807	4	IMR5-R112	2
21	10019337	10033948	1.25531	3	IMR5-R112	13
21	10033949	10035072	5.67063	11	IMR5-R112	1
21	10035073	10084528	-1	2	IMR5-R112	44
21	10084529	10207044	1.04385	2	IMR5-R112	109
21	10207045	10773540	0.928248	2	IMR5-R112	504
21	10773541	10864584	1.11948	2	IMR5-R112	81
21	10864585	11003960	0.959134	2	IMR5-R112	124
21	11003961	11007332	1.58157	3	IMR5-R112	3
21	11007333	15087452	0.963827	2	IMR5-R112	3630
21	15087453	15191984	1.06433	2	IMR5-R112	93
21	15191985	15193108	2.15093	4	IMR5-R112	1
21	15193109	18463948	0.98198	2	IMR5-R112	2910
21	18463949	19942008	1.01428	2	IMR5-R112	1315
21	19942009	21959588	0.983693	2	IMR5-R112	1795
21	21959589	21960712	2.03157	4	IMR5-R112	1
21	21960713	26620816	0.971467	2	IMR5-R112	4146
21	26620817	30398580	0.995689	2	IMR5-R112	3361
21	30398581	32289148	0.96512	2	IMR5-R112	1682
21	32289149	37288700	0.983693	2	IMR5-R112	4448
21	37288701	38041780	1.02669	2	IMR5-R112	670
21	38041781	38912880	0.971507	2	IMR5-R112	775
21	38912881	40032384	1.05563	2	IMR5-R112	996
21	40032385	41925200	0.995913	2	IMR5-R112	1684
21	41925201	42845756	1.02129	2	IMR5-R112	819
21	42845757	42846880	2.52423	5	IMR5-R112	1
21	42846881	43395392	1.02839	2	IMR5-R112	488
21	43395393	45728816	1.0003	2	IMR5-R112	2076
21	45728817	45951368	1.08817	2	IMR5-R112	198
21	45951369	47707056	0.977695	2	IMR5-R112	1562
21	47707057	48094836	0.89622	2	IMR5-R112	345
21	48094837	48118440	0.736559	1	IMR5-R112	21
21	48118441	48120688	2.25246	5	IMR5-R112	2
21	48120689	48130804	-1	2	IMR5-R112	9
22	1	16049596	-1	2	IMR5-R112	14279
22	16049597	17171348	0.966124	2	IMR5-R112	998
22	17171349	17176968	1.18508	2	IMR5-R112	5
22	17176969	17178092	3.12862	6	IMR5-R112	1
22	17178093	17265764	0.972922	2	IMR5-R112	78
22	17265765	17268012	2.00971	4	IMR5-R112	2
22	17268013	19178812	0.998333	2	IMR5-R112	1700
22	19178813	19179936	3.6127	7	IMR5-R112	1
22	19179937	19893676	0.986172	2	IMR5-R112	635
22	19893677	19895924	1.88379	4	IMR5-R112	2
22	19895925	20149948	1.01525	2	IMR5-R112	226
22	20149949	20151072	2.16402	4	IMR5-R112	1
22	20151073	20387112	0.998645	2	IMR5-R112	210
22	20387113	20430948	1.0984	2	IMR5-R112	39
22	20430949	20432072	2.77014	6	IMR5-R112	1
22	20432073	20441064	1.11004	2	IMR5-R112	8
22	20441065	20442188	2.93308	6	IMR5-R112	1
22	20442189	20447808	1.03665	2	IMR5-R112	5
22	20447809	20448932	2.1649	4	IMR5-R112	1
22	20448933	20468040	1.07664	2	IMR5-R112	17
22	20468041	20471412	1.75985	4	IMR5-R112	3
22	20471413	20507380	1.08439	2	IMR5-R112	32
22	20507381	20508504	3.77111	8	IMR5-R112	1
22	20508505	21679712	1.00176	2	IMR5-R112	1042
22	21679713	21680836	2.32115	5	IMR5-R112	1
22	21680837	21728044	0.960084	2	IMR5-R112	42
22	21728045	21729168	1.95539	4	IMR5-R112	1
22	21729169	21730292	3.21243	6	IMR5-R112	1
22	21730293	21732540	1.92663	4	IMR5-R112	2
22	21732541	21733664	-1	2	IMR5-R112	1
22	21733665	24279524	1.01009	2	IMR5-R112	2265
22	24279525	24280648	-1	2	IMR5-R112	1
22	24280649	24281772	2.44424	5	IMR5-R112	1
22	24281773	24289640	1.46654	3	IMR5-R112	7
22	24289641	24290764	-1	2	IMR5-R112	1
22	24290765	24326732	1.08828	2	IMR5-R112	32
22	24326733	24327856	0.162949	0	IMR5-R112	1
22	24327857	24328980	-1	2	IMR5-R112	1
22	24328981	24333476	1.35015	3	IMR5-R112	4
22	24333477	24712264	0.996259	2	IMR5-R112	337
22	24712265	24713388	1.94317	4	IMR5-R112	1
22	24713389	25411392	1.00043	2	IMR5-R112	621
22	25411393	25413640	1.85093	4	IMR5-R112	2
22	25413641	28249492	1.03245	2	IMR5-R112	2523
22	28249493	33082692	1.00111	2	IMR5-R112	4300
22	33082693	33083816	2.00685	4	IMR5-R112	1
22	33083817	33594112	0.985066	2	IMR5-R112	454
22	33594113	43366168	1.00504	2	IMR5-R112	8694
22	43366169	45692848	1.02503	2	IMR5-R112	2070
22	45692849	46750532	0.977695	2	IMR5-R112	941
22	46750533	49594252	1.01955	2	IMR5-R112	2530
22	49594253	49910096	0.977695	2	IMR5-R112	281
22	49910097	49911220	1.83476	4	IMR5-R112	1
22	49911221	50782320	0.944335	2	IMR5-R112	775
22	50782321	50784568	0.285309	1	IMR5-R112	2
22	50784569	51067816	0.948371	2	IMR5-R112	252
22	51067817	51190332	0.857363	2	IMR5-R112	109
22	51190333	51244284	0.715282	1	IMR5-R112	48
22	51244285	51304980	-1	1	IMR5-R112	54
3	1	59572	-1	1	IMR5-R112	53
3	59573	160732	0.737815	1	IMR5-R112	90
3	160733	1508408	0.915289	2	IMR5-R112	1199
3	1508409	3003328	0.964138	2	IMR5-R112	1330
3	3003329	50712632	1.00745	2	IMR5-R112	42446
3	50712633	51313972	0.948246	2	IMR5-R112	535
3	51313973	68717988	1.005	2	IMR5-R112	15484
3	68717989	71109860	0.991823	2	IMR5-R112	2128
3	71109861	72755396	1.03421	2	IMR5-R112	1464
3	72755397	75617100	1.00117	2	IMR5-R112	2546
3	75617101	75619348	2.0418	4	IMR5-R112	2
3	75619349	75730624	1.04655	2	IMR5-R112	99
3	75730625	115965328	0.983412	2	IMR5-R112	35796
3	115965329	116009164	0	0	IMR5-R112	39
3	116009165	116011412	-1	2	IMR5-R112	2
3	116011413	133732396	1.00056	2	IMR5-R112	15766
3	133732397	139755912	0.971622	2	IMR5-R112	5359
3	139755913	145608580	0.993288	2	IMR5-R112	5207
3	145608581	146454952	1.02976	2	IMR5-R112	753
3	146454953	157832080	0.984213	2	IMR5-R112	10122
3	157832081	158451404	0.94695	2	IMR5-R112	551
3	158451405	161803172	0.996619	2	IMR5-R112	2982
3	161803173	169459860	0.966293	2	IMR5-R112	6812
3	169459861	172473304	0.994081	2	IMR5-R112	2681
3	172473305	175986928	0.965699	2	IMR5-R112	3126
3	175986929	179759072	0.990032	2	IMR5-R112	3356
3	179759073	180735828	0.960741	2	IMR5-R112	869
